equipment_id,equipment_type,agency,equipment_age_years,unplanned_outages_12mo,days_since_last_maintenance,risk_score,risk_flag,priority_tier
EQ-1048,platform_lift,MTA_NYC,6.613284868162276,1,148.03084394991313,0.8996,1,Critical
EQ-0321,escalator,WMATA,34.98371599301838,2,45.12669516382775,0.8987,1,Critical
EQ-0559,escalator,MTA_NYC,5.4925864493859695,10,27.1724835805684,0.898,1,Critical
EQ-0299,elevator,MTA_NYC,40.0,6,75.08789134207163,0.8977,1,Critical
EQ-0825,platform_lift,CTA,9.770060696391695,4,45.689487936820605,0.8967,1,Critical
EQ-1981,escalator,CTA,5.205653182212121,3,1.0,0.8966,1,Critical
EQ-1754,platform_lift,SEPTA,8.941701037000643,7,16.364824129835178,0.8963,1,Critical
EQ-1282,escalator,CTA,29.15502528224184,7,22.016500892753022,0.8963,1,Critical
EQ-0802,escalator,MBTA,4.625968389887035,12,80.05781451247948,0.896,1,Critical
EQ-0881,escalator,CTA,6.5353072111768125,9,54.884399432881054,0.8957,1,Critical
EQ-0027,escalator,MBTA,19.166918439234035,0,21.867886017370903,0.8954,1,Critical
EQ-0807,platform_lift,SEPTA,19.14228505626852,3,126.56811265421456,0.8923,1,Critical
EQ-0345,escalator,WMATA,13.447820511269114,4,45.83863326335583,0.8923,1,Critical
EQ-0033,platform_lift,MBTA,26.278263656504123,4,1.7322091808462243,0.892,1,Critical
EQ-1545,elevator,SEPTA,32.19696330677063,1,7.743772502480407,0.89,1,Critical
EQ-1419,platform_lift,SEPTA,20.660541427143173,4,123.71794425651392,0.8897,1,Critical
EQ-1202,elevator,SEPTA,17.483835235513673,14,37.75036263908908,0.8886,1,Critical
EQ-0609,escalator,SEPTA,10.280904629369909,4,76.90166745208731,0.8858,1,Critical
EQ-0679,platform_lift,MTA_NYC,29.55214069944532,3,19.759448853303613,0.8853,1,Critical
EQ-0378,escalator,MTA_NYC,10.16166314587582,2,52.5357421800175,0.8848,1,Critical
EQ-1174,escalator,SEPTA,18.62371875966668,2,119.12388779625512,0.8843,1,Critical
EQ-0481,escalator,CTA,39.120702587704855,2,33.95041059846913,0.8839,1,Critical
EQ-1890,elevator,WMATA,40.0,3,33.55294549314964,0.8828,1,Critical
EQ-1519,platform_lift,SEPTA,9.856209181540136,8,18.157765328197456,0.8811,1,Critical
EQ-1716,elevator,MTA_NYC,15.37670687775523,1,3.434784596512988,0.8807,1,Critical
EQ-0219,escalator,SEPTA,8.544214539074241,4,3.153836554327284,0.8789,1,Critical
EQ-0853,platform_lift,MBTA,15.737702898752865,2,106.71657655019035,0.8788,1,Critical
EQ-1600,elevator,SEPTA,23.618716837634544,2,21.917526938704174,0.8767,1,Critical
EQ-0384,escalator,MTA_NYC,12.512493001155088,7,213.0461801443292,0.8756,1,Critical
EQ-0462,escalator,MTA_NYC,10.961419628322451,3,84.41284092000717,0.8751,1,Critical
EQ-1065,escalator,SEPTA,13.290304633205018,3,15.75723299919962,0.8731,1,Critical
EQ-1192,elevator,MBTA,32.03598910144317,5,239.00181030338717,0.8722,1,Critical
EQ-0239,elevator,SEPTA,12.096949177744726,8,166.82551168153088,0.8715,1,Critical
EQ-0855,elevator,MTA_NYC,33.96462683833134,2,19.12289163935372,0.8664,1,Critical
EQ-0037,elevator,SEPTA,12.683254866088404,10,7.578415626892527,0.8659,1,Critical
EQ-0762,elevator,MTA_NYC,9.169255822546427,10,13.246595853722468,0.8657,1,Critical
EQ-0283,elevator,SEPTA,14.14888060492638,9,1.2266274053922586,0.864,1,Critical
EQ-0281,elevator,MTA_NYC,22.00621862032772,9,17.404171476690188,0.8633,1,Critical
EQ-1482,escalator,SEPTA,18.97832638235546,6,365.0,0.8624,1,Critical
EQ-0212,escalator,SEPTA,12.25088615147638,1,222.80254788719049,0.8623,1,Critical
EQ-1661,escalator,MTA_NYC,28.809124610002044,0,53.30433583434365,0.8617,1,Critical
EQ-1108,escalator,MTA_NYC,29.467620462320404,1,1.0,0.8609,1,Critical
EQ-0411,platform_lift,SEPTA,10.156246325099366,8,4.6791252983446014,0.8595,1,Critical
EQ-0204,escalator,WMATA,25.30920506492557,3,89.9974420086016,0.8561,1,Critical
EQ-1103,platform_lift,MTA_NYC,9.490909884005491,6,101.8126907104334,0.855,1,Critical
EQ-1951,elevator,CTA,31.91786145052567,4,18.829811918100106,0.8539,1,Critical
EQ-1920,escalator,MBTA,27.293231792272813,7,12.385373376280002,0.8538,1,Critical
EQ-1115,escalator,CTA,18.328178660223248,1,53.15573873763872,0.8536,1,Critical
EQ-1620,elevator,WMATA,19.0539446154163,2,123.35744073054266,0.8535,1,Critical
EQ-0344,elevator,MBTA,3.7973328484812794,11,73.43759693183297,0.8527,1,Critical
EQ-0785,platform_lift,SEPTA,15.569827028560518,14,22.705089065558724,0.8519,1,Critical
EQ-1186,escalator,MTA_NYC,19.02625416659232,10,33.60666257043043,0.8489,1,Critical
EQ-1432,elevator,WMATA,32.724180223064295,4,10.970507844864164,0.8489,1,Critical
EQ-0891,platform_lift,WMATA,25.01661688824739,5,3.0224794441519567,0.8465,1,Critical
EQ-0736,elevator,MBTA,10.88677827859319,12,63.21602328527141,0.8454,1,Critical
EQ-0113,escalator,CTA,8.578062185146822,8,57.91201669536294,0.8453,1,Critical
EQ-0266,escalator,MTA_NYC,11.962898817684032,1,85.51753968988722,0.8452,1,Critical
EQ-0259,elevator,MTA_NYC,17.307790848805006,1,143.08669694615418,0.8447,1,Critical
EQ-0487,elevator,CTA,19.662290039172483,0,128.24874563483604,0.8424,1,Critical
EQ-0725,escalator,MTA_NYC,21.565093287778723,12,43.34013235421291,0.8393,1,Critical
EQ-1575,elevator,MTA_NYC,15.17230591024493,3,45.72901789786549,0.8378,1,Critical
EQ-0781,escalator,CTA,25.622836498565054,8,31.00764321262525,0.8365,1,Critical
EQ-0906,escalator,MBTA,9.572624571280826,9,23.98766503179881,0.8363,1,Critical
EQ-0595,elevator,WMATA,11.08155508811799,1,38.37207565492177,0.8355,1,Critical
EQ-0883,elevator,SEPTA,33.27614123140237,0,10.966307744524975,0.8355,1,Critical
EQ-0177,elevator,MTA_NYC,13.620051211816438,8,6.782286457575724,0.8342,1,Critical
EQ-1455,platform_lift,SEPTA,23.045491866319598,5,158.65952880000572,0.8339,1,Critical
EQ-0011,platform_lift,SEPTA,18.138859011784003,1,113.48109842461515,0.8334,1,Critical
EQ-0573,escalator,MTA_NYC,10.178770372760976,5,35.98772468505232,0.833,1,Critical
EQ-0504,escalator,SEPTA,4.709092270416951,9,20.15169712820732,0.8324,1,Critical
EQ-1636,elevator,MBTA,10.767628636089835,5,169.67446546879134,0.8312,1,Critical
EQ-1998,elevator,MTA_NYC,13.677142096201528,5,265.28420254587604,0.8292,1,Critical
EQ-0509,escalator,CTA,14.815384166583822,4,34.730019888559355,0.8282,1,Critical
EQ-0582,elevator,MTA_NYC,37.22484021172309,0,83.30354900561628,0.825,1,Critical
EQ-1673,escalator,SEPTA,40.0,3,22.63378703680067,0.824,1,Critical
EQ-0974,elevator,MTA_NYC,4.522630092795741,9,115.55903109396787,0.8225,1,Critical
EQ-0203,platform_lift,SEPTA,10.751605453847809,4,100.9259151138368,0.8208,1,Critical
EQ-1717,escalator,SEPTA,33.86135049995899,7,7.93918665087448,0.8197,1,Critical
EQ-1530,elevator,SEPTA,35.59236129629421,4,60.64273699430381,0.819,1,Critical
EQ-0032,elevator,MTA_NYC,35.12829546763344,21,10.977407037884534,0.8188,1,Critical
EQ-0080,platform_lift,SEPTA,6.936040360190892,7,1.0,0.8187,1,Critical
EQ-0149,elevator,CTA,23.66592322326348,1,13.368237547272711,0.8179,1,Critical
EQ-1031,escalator,MTA_NYC,20.53965562193052,2,89.9382475428103,0.8172,1,Critical
EQ-0065,escalator,WMATA,29.25716488967656,2,47.39254460407872,0.8171,1,Critical
EQ-1528,escalator,MBTA,37.05641241459279,4,25.44043598117039,0.8168,1,Critical
EQ-1674,escalator,MTA_NYC,27.09292092075337,4,217.89678026437505,0.8167,1,Critical
EQ-1309,escalator,MTA_NYC,13.314515517989204,0,10.857889727903164,0.8151,1,Critical
EQ-1142,escalator,MTA_NYC,6.043711001435605,2,36.41380049079908,0.8145,1,Critical
EQ-0310,elevator,MTA_NYC,10.380687826948378,10,113.33034223244093,0.8141,1,Critical
EQ-1417,elevator,WMATA,19.80774806926345,5,24.58281706413525,0.8135,1,Critical
EQ-1375,platform_lift,WMATA,32.46677150571707,3,11.928289149365092,0.8109,1,Critical
EQ-1097,elevator,SEPTA,17.245330811917658,2,49.72203568550671,0.8104,1,Critical
EQ-0955,elevator,WMATA,22.69443934425582,2,89.67411647462127,0.8089,1,Critical
EQ-1546,escalator,SEPTA,36.915449939433806,4,119.9975160546228,0.8085,1,Critical
EQ-0112,platform_lift,SEPTA,8.197668386933488,6,6.232189419673659,0.8084,1,Critical
EQ-1411,elevator,SEPTA,23.37150598123694,6,32.086667449455575,0.8077,1,Critical
EQ-0742,escalator,SEPTA,26.92609769589796,2,41.01220164446372,0.8069,1,Critical
EQ-1462,elevator,MTA_NYC,31.160227891800467,6,58.63030854484923,0.8069,1,Critical
EQ-0745,platform_lift,WMATA,18.07081544103784,3,75.69563128157111,0.805,1,Critical
EQ-1341,elevator,MTA_NYC,9.877501101752664,5,28.262528706330297,0.8035,1,Critical
EQ-0473,platform_lift,WMATA,17.464947434910655,1,294.2944858046052,0.8006,1,Critical
EQ-1894,escalator,WMATA,40.0,1,23.40890323169224,0.7991,1,High
EQ-0444,escalator,MTA_NYC,26.105638657572765,3,11.381775929576976,0.7988,1,High
EQ-1837,elevator,SEPTA,20.03466179285053,7,130.25324981364506,0.7982,1,High
EQ-1167,escalator,SEPTA,40.0,3,28.97956229793851,0.7981,1,High
EQ-0022,elevator,MBTA,24.417222119337172,5,86.29404826461422,0.7951,1,High
EQ-1629,elevator,MTA_NYC,6.959446353883633,7,315.6963259855986,0.7942,1,High
EQ-0930,elevator,MTA_NYC,26.75729463847397,0,6.593978543330672,0.7942,1,High
EQ-0671,platform_lift,MTA_NYC,14.119966974422235,6,53.11880584921905,0.793,1,High
EQ-0047,escalator,WMATA,18.239030943797104,0,201.1986682570452,0.7886,1,High
EQ-1405,elevator,CTA,11.124645539522282,5,6.922740636510484,0.788,1,High
EQ-1364,escalator,MBTA,22.681544632892976,13,73.8903704757247,0.7879,1,High
EQ-1940,elevator,WMATA,9.641157274447409,10,4.782853603185918,0.7837,1,High
EQ-1656,escalator,MTA_NYC,19.604525023142,6,96.93034716107876,0.7834,1,High
EQ-1279,elevator,WMATA,20.229100076003,6,255.95198392819796,0.7831,1,High
EQ-0953,platform_lift,MTA_NYC,17.47503665931193,8,35.646175286256934,0.782,1,High
EQ-0499,platform_lift,MTA_NYC,7.687799830643135,4,1.0,0.7809,1,High
EQ-0602,elevator,WMATA,4.96744009829314,4,82.91845608529152,0.7793,1,High
EQ-0042,elevator,MTA_NYC,13.365043541117906,5,22.70513525524351,0.7787,1,High
EQ-0873,elevator,MTA_NYC,34.23024564869992,5,31.285195932096645,0.7775,1,High
EQ-0520,escalator,WMATA,10.99146846739594,9,99.47774774178896,0.7775,1,High
EQ-1080,escalator,WMATA,4.132553585083899,2,182.76000329618,0.777,1,High
EQ-0478,platform_lift,SEPTA,20.269193647632644,5,50.51854275407211,0.7768,1,High
EQ-1678,elevator,CTA,16.949753837583433,3,85.04422471780478,0.7737,1,High
EQ-0886,escalator,MTA_NYC,22.560456579864763,1,5.591131675963932,0.7705,1,High
EQ-0937,platform_lift,MTA_NYC,16.858423007023177,2,1.8521398457042144,0.7702,1,High
EQ-0405,platform_lift,MTA_NYC,10.76627429238897,5,31.641540818008803,0.7696,1,High
EQ-0896,elevator,MTA_NYC,14.491237058271746,1,145.55088540314068,0.7695,1,High
EQ-1566,escalator,MTA_NYC,15.86133359147401,8,34.57496530759144,0.7694,1,High
EQ-0240,platform_lift,WMATA,28.389876300322072,3,104.80881112544144,0.7685,1,High
EQ-0018,elevator,SEPTA,9.707836671914873,7,131.7006631953504,0.7683,1,High
EQ-1224,elevator,SEPTA,12.088853588495084,6,47.31187732933366,0.768,1,High
EQ-0647,escalator,MTA_NYC,10.13055523667816,11,185.584188057637,0.768,1,High
EQ-1692,elevator,WMATA,27.879284749693984,3,1.2639341445223615,0.7648,1,High
EQ-1543,elevator,MTA_NYC,17.793405495622455,7,17.480740013434634,0.7632,1,High
EQ-1792,escalator,MTA_NYC,15.200490561408028,3,6.323742381097605,0.7611,1,High
EQ-0998,platform_lift,SEPTA,5.447666761547048,10,70.94577332510526,0.7576,1,High
EQ-1820,elevator,MTA_NYC,6.064670420669142,9,1.0,0.7568,1,High
EQ-0882,elevator,SEPTA,14.730707098972449,12,166.0154558793745,0.7559,1,High
EQ-0501,escalator,WMATA,22.97011757993293,6,124.78306978835722,0.7542,1,High
EQ-1931,escalator,SEPTA,10.540809726321571,0,85.3605608674321,0.7541,1,High
EQ-0412,platform_lift,MTA_NYC,23.972044992395,8,135.60098619807084,0.7533,1,High
EQ-1865,platform_lift,MTA_NYC,15.19912507158097,4,58.611478531977774,0.7521,1,High
EQ-1698,platform_lift,MBTA,10.602714427062985,4,58.75781400935965,0.7489,1,High
EQ-1139,escalator,SEPTA,10.72381388154938,4,173.8460878144772,0.7474,1,High
EQ-1035,escalator,SEPTA,14.604920798445573,6,9.157530179206626,0.7443,1,High
EQ-1311,platform_lift,WMATA,32.75679448919643,1,25.243611628176936,0.7442,1,High
EQ-0674,elevator,CTA,13.069323825479223,3,3.3071979028279506,0.7439,1,High
EQ-1732,escalator,MTA_NYC,28.21184128038121,7,38.991160324618825,0.7432,1,High
EQ-0929,elevator,MTA_NYC,20.32130105283217,2,79.48363734487995,0.7422,1,High
EQ-1825,escalator,SEPTA,19.944103327275723,9,63.73213310438806,0.7408,1,High
EQ-1446,escalator,CTA,14.500275977573237,2,19.216795969553782,0.7403,1,High
EQ-0538,elevator,WMATA,21.03709887176521,3,86.1471429307552,0.74,1,High
EQ-0754,elevator,MBTA,22.88454404084189,2,123.78987458523424,0.7389,1,High
EQ-1249,escalator,MTA_NYC,17.51597550222049,4,106.7865591925142,0.7361,1,High
EQ-0721,elevator,WMATA,13.1274426620843,8,4.107570079008418,0.7353,1,High
EQ-1456,escalator,MTA_NYC,40.0,4,144.98005015921325,0.7335,1,High
EQ-1098,escalator,SEPTA,13.315275121374114,1,7.24621579632468,0.7334,1,High
EQ-1332,elevator,SEPTA,9.341966517862684,6,10.489343755742675,0.7328,1,High
EQ-0648,escalator,MTA_NYC,14.10658990901716,1,8.257684236970407,0.7325,1,High
EQ-0126,escalator,MTA_NYC,18.85803144201641,8,103.09740213959492,0.7309,1,High
EQ-0421,escalator,SEPTA,40.0,1,47.60987058677601,0.7301,1,High
EQ-0323,elevator,MTA_NYC,40.0,6,21.23287656450699,0.7299,1,High
EQ-0485,platform_lift,MBTA,18.958104612182343,5,38.14990236241067,0.7288,1,High
EQ-0702,elevator,SEPTA,20.17774474582196,0,47.08450050610404,0.7287,1,High
EQ-1555,elevator,MTA_NYC,13.26213964454444,10,74.30247664507664,0.7287,1,High
EQ-1748,escalator,MTA_NYC,13.758924401110084,1,233.00763053559567,0.7276,1,High
EQ-1869,escalator,SEPTA,13.642062131230496,2,77.7743560399966,0.7253,1,High
EQ-0119,escalator,CTA,40.0,5,39.703438914365314,0.7248,1,High
EQ-1012,platform_lift,MTA_NYC,12.793947735954676,7,66.02089683180772,0.7237,1,High
EQ-1615,escalator,SEPTA,14.817233995410747,1,102.29484681340492,0.7231,1,High
EQ-0676,elevator,MTA_NYC,14.803354004060855,3,28.196814562415085,0.721,1,High
EQ-0792,escalator,MTA_NYC,35.03544290153813,1,51.6101554989832,0.7191,1,High
EQ-0973,elevator,WMATA,19.2846588883939,1,119.00615904120713,0.7189,1,High
EQ-1356,platform_lift,WMATA,10.976495898982744,8,5.243442530006172,0.7167,1,High
EQ-1761,escalator,WMATA,21.076043314953907,3,94.27720489071912,0.7122,1,High
EQ-1389,elevator,WMATA,18.780103043021647,2,99.12966846957052,0.7102,1,High
EQ-1064,elevator,MTA_NYC,30.355161255691744,6,19.663797186854417,0.7099,1,High
EQ-0522,platform_lift,SEPTA,22.285759122248457,0,38.99269507462827,0.7087,1,High
EQ-0838,escalator,WMATA,14.175398205891192,10,17.55520155743775,0.7081,1,High
EQ-0438,escalator,MTA_NYC,28.86946064653392,6,25.687919699275284,0.7064,1,High
EQ-1287,elevator,CTA,28.50957646325048,6,59.19287747047948,0.706,1,High
EQ-0050,platform_lift,MTA_NYC,21.75616171927058,13,47.32776236695733,0.7057,1,High
EQ-0634,elevator,WMATA,9.58686660291053,7,54.36955555807455,0.7045,1,High
EQ-1814,elevator,SEPTA,9.258616253667908,2,176.011857710649,0.7043,1,High
EQ-1916,platform_lift,WMATA,27.026880597781705,3,16.82312526024735,0.7033,1,High
EQ-0140,platform_lift,CTA,7.195538966332005,5,45.571468603653656,0.7023,1,High
EQ-1823,escalator,MTA_NYC,18.31006922845344,1,167.40983984285776,0.7016,1,High
EQ-0091,escalator,MBTA,21.645206328448083,4,38.21540861871148,0.7009,1,High
EQ-1280,escalator,MTA_NYC,15.399481388701634,8,6.367888840086231,0.7,1,High
EQ-0347,elevator,MTA_NYC,17.930939098405915,1,124.07905476346043,0.6997,1,High
EQ-0810,platform_lift,SEPTA,24.266989215909422,3,14.435611941636672,0.6988,1,High
EQ-0432,escalator,MBTA,15.269567403463622,2,122.9636339132752,0.6986,1,High
EQ-1492,elevator,CTA,15.029542985065715,1,107.40614942168165,0.6959,1,High
EQ-1786,escalator,MTA_NYC,7.396394427712146,5,112.70082109485652,0.6952,1,High
EQ-1734,elevator,SEPTA,36.09680160584949,10,1.0,0.695,1,High
EQ-1926,escalator,MTA_NYC,9.549911460962226,7,18.226700651765803,0.6945,1,High
EQ-0476,elevator,SEPTA,17.47690952823786,5,105.25014451157618,0.6919,1,High
EQ-0491,escalator,SEPTA,18.839634694904955,3,1.0,0.6911,1,High
EQ-0369,elevator,WMATA,10.0726560991171,0,141.46886525446257,0.6859,1,High
EQ-0464,platform_lift,MTA_NYC,17.948759215851457,5,18.51752648873289,0.6857,1,High
EQ-1056,escalator,MTA_NYC,12.562036081838476,2,56.44938772924272,0.6845,1,High
EQ-1582,escalator,MTA_NYC,10.852616904599984,1,109.62638989053434,0.6803,1,High
EQ-1819,elevator,MTA_NYC,22.14346391430154,3,228.008337546778,0.6799,1,High
EQ-0025,escalator,SEPTA,28.323113069468494,1,44.19682937283116,0.6781,1,High
EQ-0222,elevator,SEPTA,17.015254929866067,1,62.597877160039786,0.6774,1,High
EQ-1638,platform_lift,SEPTA,18.471005731452426,11,10.580774833870358,0.6727,1,High
EQ-0058,elevator,WMATA,27.786729409704986,3,38.51989132122422,0.6709,1,High
EQ-0353,elevator,CTA,7.395701377153636,2,133.5997063457122,0.6696,1,High
EQ-1101,platform_lift,WMATA,32.99747282880968,2,19.84815319517613,0.6692,1,High
EQ-0629,elevator,MTA_NYC,27.0259109152293,9,257.495373921312,0.6645,1,High
EQ-1776,escalator,CTA,8.739513506988251,9,8.464146900836292,0.6625,1,High
EQ-0626,elevator,SEPTA,11.61914417410156,0,108.92871317229736,0.6619,1,High
EQ-0859,elevator,SEPTA,13.339220380037755,1,96.19895017301,0.6618,1,High
EQ-0909,elevator,MTA_NYC,18.74013713886088,0,76.0448968792156,0.6615,1,High
