equipment_id,equipment_type,agency,manufacturer,equipment_age_years,days_since_last_maintenance,unplanned_outages_12mo,total_usage_load_millions,days_since_parts_replacement,inspection_score,avg_monthly_temp_f,avg_daily_ridership,floors_served,is_transfer_hub,outage_within_30_days
EQ-0028,escalator,SEPTA,ThyssenKrupp,16.712147869087687,23.2689299855525,2,3.2400165999725825,154.09163531785927,69.43762636542841,57.01524751742846,10970.412928267162,4,0,0
EQ-0029,elevator,WMATA,Otis,7.782792373142491,10.43477571056727,1,1.3483906196298463,252.29354649184825,97.72591116106912,80.77906280920539,39992.97794025416,2,0,0
EQ-0030,escalator,SEPTA,ThyssenKrupp,5.992547259344829,13.778590193427988,2,0.6175774386072224,129.41408726065856,70.60822388298178,21.777726832224502,9526.704284177677,2,0,0
EQ-0031,elevator,MTA_NYC,Schindler,17.509390166991036,93.22652558519357,2,3.9639487678212717,60.68838746537449,82.72296780402858,91.78996989579723,34702.35550785325,4,0,0
EQ-0032,elevator,MTA_NYC,Schindler,35.12829546763344,10.977407037884534,21,3.3335180894434964,344.19958142162994,90.4158884384185,70.46499485748254,44570.80458691039,3,0,1
EQ-0033,platform_lift,MBTA,Mitsubishi,26.278263656504123,1.7322091808462245,4,3.5453191061844542,163.51445123057903,83.83798820078435,59.85045913035873,27033.05049945637,4,1,0
EQ-0034,platform_lift,MTA_NYC,ThyssenKrupp,19.247512564634135,59.55062357991039,3,2.5656355964884456,155.88590351242095,80.30118759722991,41.95552574646287,11183.376549039154,3,0,0
EQ-0035,escalator,MTA_NYC,KONE,17.354430597742116,223.7399002336225,1,1.4605068717633922,193.7269028557034,89.2633292363278,50.11478740965164,15779.36147632177,4,0,0
EQ-0036,elevator,SEPTA,Mitsubishi,15.029348189473541,24.137452395659206,5,1.0598665059590078,348.833513622666,67.28317732194036,68.96831612040474,24355.696346530593,3,1,0
EQ-0037,elevator,SEPTA,Schindler,12.683254866088403,7.578415626892527,10,6.747456991079986,236.95525490938635,72.04364244604798,69.37742890356544,12958.126216909264,3,0,1
EQ-0038,escalator,SEPTA,ThyssenKrupp,18.050601641902997,50.69227397329628,1,4.197048627644914,42.686347975850005,84.42765106158197,70.03108067063417,4549.368858748732,2,1,0
EQ-0039,elevator,SEPTA,Mitsubishi,7.707935862309652,142.09414904524118,1,4.971372428551993,113.20251272198075,53.16672888942899,44.88705878140371,22891.471894446844,3,1,0
EQ-0040,elevator,CTA,ThyssenKrupp,21.70456222823903,91.96577579599688,6,2.276002782466131,706.8693556928889,94.99900588013631,41.262741165726226,26779.048584791784,2,0,0
EQ-0041,elevator,MTA_NYC,Schindler,13.237840215287772,58.45360480241693,1,1.3107650037489653,145.56497825778106,81.64070850237337,61.513694398345116,28307.085266678332,3,1,0
EQ-0042,elevator,MTA_NYC,Mitsubishi,13.365043541117906,22.70513525524351,5,1.192028082319454,501.22549059633667,79.8363810333738,71.85737123988652,15636.669806521904,3,0,1
EQ-0043,platform_lift,SEPTA,Schindler,31.448166054928237,46.83746992115704,2,2.7052515460038373,302.1524062840596,58.43384546830731,58.057327291087454,21354.91855153028,4,0,1
EQ-0044,elevator,CTA,Otis,5.571090865634881,5.740774407386455,1,1.3588980734896716,197.40320523444367,62.56069049520315,84.66671644393301,23697.53232387451,2,1,0
EQ-0045,escalator,WMATA,Schindler,19.6443279332043,68.16864914917709,0,0.45130973704693117,77.36522064737731,73.21699602838966,58.59647431942201,6901.302346341095,3,1,0
EQ-0046,elevator,SEPTA,ThyssenKrupp,29.25443030828481,77.48000411482815,4,3.8234341228960367,65.31562018712184,87.68915820354718,57.987244411006245,15275.910527881559,2,0,0
EQ-0047,escalator,WMATA,KONE,18.239030943797104,201.19866825704517,0,4.970203526084769,185.6159366258857,53.080607853616975,70.07007984146804,22173.90153347022,3,0,1
EQ-0048,escalator,MTA_NYC,Schindler,15.293187656922761,18.098532496905136,4,1.6446211725053217,101.99204079037085,87.46037760932828,79.94614247665669,26596.963393440565,4,0,1
EQ-0049,elevator,SEPTA,KONE,12.971313949774114,1.1177318309985254,2,0.5927454561832958,288.58056559547293,73.67962411069959,33.71340532351819,46842.834904410935,4,1,0
EQ-0050,platform_lift,MTA_NYC,Otis,21.75616171927058,47.32776236695733,13,2.888154265755685,257.2238250392092,75.31891832710018,37.87578925535923,25348.223786054874,5,1,0
EQ-0051,escalator,MTA_NYC,Mitsubishi,2.8914696538430777,73.6120754039166,0,2.2545855931226586,67.348101598893,81.04311530028968,52.36129412060731,9242.797894709389,6,0,0
EQ-0052,platform_lift,SEPTA,Mitsubishi,17.818458389824734,93.75539967312085,2,1.8925076644362484,218.3598663368421,81.23180685415694,100.0,12322.994383217087,4,0,0
EQ-0053,platform_lift,MBTA,KONE,11.071811276386846,12.92086106913042,2,3.494478519366119,122.81517602587341,69.45085692076083,53.29356587426322,35812.057254325526,2,1,0
EQ-0054,escalator,CTA,Mitsubishi,12.935598571670571,18.20859867799279,0,2.7788978194608234,70.29280128837975,85.4989210616261,55.80790702580976,56446.7233348719,2,0,0
EQ-0055,platform_lift,WMATA,Schindler,17.738625184568107,43.11909115852978,2,3.39920117002586,95.88123881253597,50.16722232124274,69.13033473654252,10748.901357831068,3,0,0
EQ-0056,elevator,MTA_NYC,KONE,7.1013452244497275,24.082482011980208,0,2.685194471680236,406.28730108565054,72.59497336118814,75.58472025064253,14947.220456034189,6,0,1
EQ-0057,elevator,MTA_NYC,ThyssenKrupp,9.068619365942087,118.1863813343743,2,1.356081176552492,80.19608046990338,79.84418115812285,61.05613209618561,57867.84370740969,3,0,0
EQ-0058,elevator,WMATA,Schindler,27.786729409704986,38.51989132122422,3,1.2728499647066673,60.990121089275476,73.8606082174263,78.95825491072462,50178.36490115446,2,1,1
EQ-0059,elevator,MTA_NYC,Schindler,10.645508526461537,96.44000094551684,9,2.5688358044362904,78.04208303456008,56.07707635240822,36.50851870553345,29788.612679614056,5,1,0
EQ-0060,elevator,SEPTA,Schindler,6.006167332217519,52.13863666203023,1,4.727550313086686,43.48540993838544,87.09632854512566,44.21040835463095,15129.629338315535,3,0,0
EQ-0061,elevator,MTA_NYC,ThyssenKrupp,18.262839144963962,88.99214640003166,1,2.7355957105465283,141.59807210510985,63.01934625447537,78.92476511043351,10429.280591383282,4,1,1
EQ-0062,escalator,CTA,Otis,27.627981325102546,24.268504688705114,2,1.4969086245546948,28.711351998997138,77.18983190966053,58.196976066102536,14418.044264156295,4,0,0
EQ-0063,elevator,MTA_NYC,Mitsubishi,5.459171499000188,106.81948957416049,0,2.878839199645071,306.12548409554154,79.83641516481147,35.27588910984403,16919.927746068097,4,1,0
EQ-0064,elevator,SEPTA,KONE,23.68189390406289,19.259633308255538,4,2.96494862978858,46.01542251106534,78.2379258451844,34.19431723089026,17414.3994364034,4,0,0
EQ-0065,escalator,WMATA,Otis,29.257164889676556,47.39254460407872,2,1.3677815820353894,164.05921514873222,92.02813111036579,43.40306550379531,6832.172859144599,4,1,1
EQ-0066,elevator,SEPTA,KONE,22.955704322148115,14.44845218600491,4,8.579314419341369,24.040896240939027,77.36084928007575,58.03825975884249,11818.806445596763,4,0,0
EQ-0067,escalator,SEPTA,Mitsubishi,12.451024339395786,38.72162507790892,0,4.563086822566933,690.754601148523,83.12946485636328,66.4128322550822,22571.244159246166,3,0,0
EQ-0068,elevator,SEPTA,ThyssenKrupp,24.366087336968192,22.978953574950673,0,2.284184098926654,109.11434634989926,77.3291516021851,52.07692000100549,14787.917136800275,4,1,0
EQ-0069,platform_lift,MTA_NYC,Schindler,25.725675780267466,18.6123037348581,1,8.158394867681547,310.84826054554406,85.3554730099953,64.92998540631135,9022.603590953016,4,0,1
EQ-0070,escalator,WMATA,Schindler,6.262403620816426,204.64762928350262,2,3.2514468509871097,263.48655750606093,94.72194356457028,50.13280323951493,11008.650863489245,3,1,0
EQ-0071,elevator,MTA_NYC,ThyssenKrupp,20.927128700873027,10.466496711239966,4,3.060259713095542,225.1243407541492,79.65050195366632,80.0305636291045,18631.918626398387,2,0,0
EQ-0072,elevator,SEPTA,Otis,14.398195027574934,92.87964227166484,3,6.304235591934218,316.1834988908,87.382204290996,100.0,7791.985777420046,3,0,0
EQ-0073,escalator,CTA,Otis,14.056123149929114,248.73180241855772,11,4.585887842872358,19.057638439997547,95.46394721858637,50.93297082248037,42935.50379020433,3,1,0
EQ-0074,escalator,CTA,KONE,3.6351663274389323,1.2061311344496144,3,3.59048817117152,204.25482329462247,94.28621096369126,66.63879059438102,8142.072128142207,2,0,1
EQ-0075,escalator,CTA,ThyssenKrupp,2.9580048035237807,72.04416569596758,1,1.8485896053187059,55.621962679932224,73.37652715666547,65.17139483470203,31149.587692892575,4,0,0
EQ-0076,escalator,SEPTA,Otis,14.442015370486978,17.49432215804427,2,2.540285487167685,277.4123537553778,90.43718826894201,60.49651767267866,55924.43422229425,2,0,0
EQ-0077,elevator,MTA_NYC,ThyssenKrupp,12.418434100266476,2.4798164408626966,5,2.253537731351644,565.8313886854451,80.98525392056631,69.75851701614324,8785.377115352807,2,0,0
EQ-0078,elevator,MBTA,Mitsubishi,12.319445728647949,30.939193369251775,4,1.5206119392049207,417.1666392791774,91.40675997280697,66.61878140163688,10128.900741815052,2,0,0
EQ-0079,elevator,WMATA,Schindler,11.484907461347193,164.20347370305606,7,10.424984246247615,21.98045691466777,84.8236150027554,49.5210357330719,18822.588232195434,3,0,0
EQ-0080,platform_lift,SEPTA,Schindler,6.9360403601908915,1.0,7,4.612949798706675,83.03854832379288,81.30801691243425,81.69782390720837,15837.822719661739,2,0,1
EQ-0081,escalator,SEPTA,Schindler,21.806088957782748,53.18727128048847,2,2.187610057221979,81.5515783783102,83.20766496415625,61.62999245476197,36446.37098748485,3,0,0
EQ-0082,elevator,MTA_NYC,ThyssenKrupp,29.02041279657847,41.756642719981876,0,3.3382626674353792,23.480311590310862,81.06285547246718,51.073592443053464,18036.950905112448,5,1,0
EQ-0083,elevator,MBTA,ThyssenKrupp,4.749879813176521,123.99586158824617,1,2.2727117866352105,18.590493133226524,81.53199654163812,100.0,11674.520083794281,4,0,0
EQ-0084,elevator,MTA_NYC,KONE,19.896168326973424,5.264447163429986,3,1.326378371078717,87.47178926467062,76.09401167301709,55.908159211199205,32296.343944349075,5,0,0
EQ-0085,elevator,MTA_NYC,Schindler,5.662217541895222,68.65287202790452,8,0.4436288224497108,730.0,74.9793079127098,62.58898914562749,16964.0664359546,3,0,0
EQ-0086,escalator,SEPTA,KONE,11.436590040471796,68.3866289738589,4,3.5442890295854186,151.4725447606296,99.15809915247203,61.15792620244606,11474.233402401262,5,0,0
EQ-0087,escalator,WMATA,Schindler,17.202990308288054,66.35272053695554,2,2.6027972070877365,175.0110386513452,83.7303349333342,55.661897002878256,12773.757163419816,4,0,0
EQ-0088,platform_lift,CTA,KONE,8.477850065499284,171.18576700424956,1,5.497737924021509,114.62446700819189,71.1203409332232,66.07596469079228,8560.492395470339,6,0,0
EQ-0089,elevator,MTA_NYC,KONE,7.564498295340134,103.92601097303569,1,1.658017323874334,195.42380893484463,74.67099082284427,42.79000163635075,4362.828564051182,2,1,0
EQ-0090,elevator,WMATA,Mitsubishi,13.381877077083137,2.5727419165262813,0,5.5037348612796935,564.9709128889136,90.67510144137542,68.73778095741504,9158.740567285622,2,1,0
EQ-0091,escalator,MBTA,KONE,21.645206328448083,38.21540861871148,4,5.930400082664063,159.91693710289414,69.16575947893656,26.349627488936264,18307.257251482217,2,0,1
EQ-0092,escalator,SEPTA,ThyssenKrupp,9.609938417029841,30.445191418894385,1,4.998680912872704,12.104979107598318,60.215667818267875,34.634744477371676,16713.526685926434,5,0,0
EQ-0093,escalator,MTA_NYC,KONE,7.531376239350754,22.276624083351614,10,4.444746984326809,122.22512257969824,61.09861031277546,90.86304184903327,7277.972694344198,3,0,0
EQ-0094,escalator,SEPTA,Schindler,9.994322133020734,36.01622210194131,2,2.415266393619136,730.0,57.252292797542545,35.38875951900785,11826.47454270474,3,0,0
EQ-0095,elevator,WMATA,KONE,25.290964390870762,29.089416024908594,3,5.438097964311125,88.20855461786485,62.4142217008265,22.720740663336507,29809.433942742133,3,1,0
EQ-0096,escalator,MTA_NYC,Otis,13.563912103132303,33.973313100762994,3,4.854009568943172,162.19973573633163,63.829608722390276,35.83450895680862,28388.417766581148,4,1,1
EQ-0097,elevator,MTA_NYC,Schindler,14.202585067596743,232.54686194564374,4,2.809288656804645,20.29716376773594,94.62284855529767,89.32103084554122,21766.4055996987,5,0,0
EQ-0098,elevator,WMATA,Otis,10.754760237960891,5.5685748680032905,0,0.6228520151986984,27.395371019272687,77.44584944808878,25.74648867509113,9789.789429185688,4,1,0
EQ-0099,elevator,MTA_NYC,Schindler,11.976592147516506,153.24064266582738,3,2.106231947765001,373.8413535322454,73.64083753035939,40.79534471335209,36245.83402023811,4,1,0
EQ-0100,elevator,MBTA,ThyssenKrupp,20.17787641648979,39.262907355806554,1,5.046422980555661,64.29013042405259,60.679043243777116,31.752535282294236,18899.78377584173,3,0,0
EQ-0101,escalator,MTA_NYC,ThyssenKrupp,14.480675996230863,58.64885118980623,4,3.2123421599062985,65.60873252862548,76.28248323034391,53.065674452379845,12709.4606950012,3,0,0
EQ-0102,elevator,SEPTA,ThyssenKrupp,33.7278545274297,106.38202174515678,1,1.7978383438102497,88.15281630412322,57.15206324922969,50.15162383274674,10052.782702153274,5,1,0
EQ-0103,escalator,WMATA,Otis,9.913883110451241,26.820650850857337,1,2.673553419980329,611.2032143396581,73.56699394456362,49.346382878913396,31440.01538781918,4,0,0
EQ-0104,platform_lift,WMATA,Mitsubishi,27.860049699927334,33.77156291142897,4,2.803298856312668,15.869755965462549,100.0,91.41040838929246,2042.0993133912066,4,1,1
EQ-0105,elevator,MTA_NYC,Schindler,4.946694319453985,31.609016389123433,4,1.2868864701751477,307.43204318176817,85.96564294447639,36.41664428252413,24692.01144899905,2,0,0
EQ-0106,elevator,CTA,ThyssenKrupp,14.534048233156824,28.17440147297711,1,1.7517863165402636,75.21815754534863,75.48242207574563,56.160619965092,15321.656766626738,2,0,0
EQ-0107,escalator,MBTA,Schindler,13.415296714851163,155.84098861333072,3,9.919538072259932,340.84435777814986,86.37748326487628,64.09482243377322,39011.693355821546,2,0,0
EQ-0108,elevator,SEPTA,Otis,28.003113537780415,105.94090880881981,1,0.14699091173716672,730.0,71.74148186246919,40.35623328270141,66746.457606046,3,0,1
EQ-0109,elevator,MBTA,Mitsubishi,10.92248235651808,6.924650408051796,1,2.65046766659958,77.1722777919582,68.39186708544975,66.75861966243885,12776.9439311916,3,0,0
EQ-0110,elevator,SEPTA,Otis,33.032342640180715,6.865646609706392,3,5.0462171742757915,24.93405574306899,98.44955555439411,50.803411098040456,36551.41194052445,5,1,0
EQ-0111,elevator,SEPTA,Schindler,4.544105650219482,33.503291563894386,0,2.6173090375008035,28.06625969105761,64.29270415295672,64.73756319141741,25404.56060659816,4,1,0
EQ-0112,platform_lift,SEPTA,Mitsubishi,8.197668386933488,6.232189419673659,6,1.6049979745850869,255.93908071540773,73.75054517187179,56.05601347253825,23815.876710762743,2,1,1
EQ-0113,escalator,CTA,Mitsubishi,8.578062185146822,57.91201669536294,8,1.9848816729491516,28.181171268539973,81.67239938836212,21.090437939806527,7391.428156317628,2,0,1
EQ-0114,escalator,WMATA,Otis,5.494156155147092,9.3074817499339,2,8.317316249617837,54.301489618734685,66.76518953091062,81.50977682978335,14534.327853724413,4,0,0
EQ-0115,platform_lift,SEPTA,ThyssenKrupp,13.517481500205108,44.33554431009331,7,4.098657194939733,41.15819702372164,85.80725944357691,95.26824967637329,35697.80533512716,3,0,0
EQ-0116,escalator,MTA_NYC,Schindler,11.280006562126436,1.0,0,3.9260958029185735,79.12035958019925,74.32086570429297,54.81842472517336,41795.66378557369,4,0,0
EQ-0117,elevator,MTA_NYC,KONE,23.713339530782214,22.840175763008656,2,2.4053547992586597,13.90985859691324,85.96692393080228,41.83686306640112,49532.40104705028,3,0,0
EQ-0118,platform_lift,SEPTA,KONE,5.8744452890558465,67.84161635554122,4,3.0876596958353586,349.76006026773285,85.03181015700622,85.10822898116238,14581.481882951311,2,0,0
EQ-0119,escalator,CTA,Otis,40.0,39.703438914365314,5,1.1122966501660465,354.08852768646227,75.08385443249004,92.02689225161448,27889.268327025096,2,0,1
EQ-0120,escalator,CTA,Schindler,31.921866314087136,229.74226986073984,1,8.63961276007285,95.87090754922845,98.52790407109183,54.96168259138005,15001.205964058609,3,0,0
EQ-0121,platform_lift,MTA_NYC,Schindler,9.093913124057336,124.33784938954335,0,4.288629180397766,170.4556184743647,70.0159703587987,54.06374892603073,22669.639846415208,3,0,0
EQ-0122,elevator,MBTA,Otis,19.60405734142265,26.6901748729367,2,2.6348598434727717,184.87566448684203,94.18644564658484,56.56160024191301,27646.719964334494,4,0,0
EQ-0123,elevator,MTA_NYC,Schindler,9.18271530375304,2.7932121500585687,0,2.929724258157825,248.99961905184054,92.09919891153649,27.858119993584513,15385.228359568253,3,1,0
EQ-0124,elevator,MBTA,ThyssenKrupp,19.27029760229388,112.1027396059831,4,3.6933431912321724,132.3734205457003,99.25058649192528,52.7597341835219,28973.102767584824,6,1,0
EQ-0125,elevator,WMATA,Otis,5.216706290330145,145.30530486386823,1,1.1032798568035262,128.52646743141446,80.08867247211624,88.86895397588641,18279.63574786304,5,0,0
EQ-0126,escalator,MTA_NYC,ThyssenKrupp,18.858031442016415,103.09740213959493,8,2.0695430443238827,179.60079938140757,68.53697145686412,54.963604106129914,20079.73822914444,3,1,1
EQ-0127,platform_lift,SEPTA,Schindler,10.359740797416148,8.214506971126998,1,1.1357131436091683,218.55349833127087,100.0,39.279378498300304,7474.091269626734,3,0,0
EQ-0128,elevator,CTA,Otis,4.66500518848865,365.0,1,4.269879178906169,76.62673934199636,73.98358238428364,66.94034114748064,14050.121681149587,4,0,0
EQ-0129,escalator,MTA_NYC,Schindler,12.855796256274768,17.95162239174927,0,0.8207305216110892,72.18551964690418,68.23748912753358,45.99042162710598,14216.271646307428,2,0,0
EQ-0130,elevator,SEPTA,Otis,13.275253818637644,77.28582760319043,1,1.2033250248705816,56.57851285333874,75.72255904914225,56.80386177397732,70110.73087748876,6,1,0
EQ-0131,elevator,SEPTA,Schindler,14.841670090227709,143.18075186470645,4,4.64945311391775,143.27059774009925,66.21971140611507,35.160721950148975,12190.107749883675,3,0,1
EQ-0132,elevator,MTA_NYC,ThyssenKrupp,33.312541707605845,16.12668224618011,5,3.0965865701215467,80.3754714875448,84.31378590148014,39.340765098638826,19842.683287615404,5,0,0
EQ-0133,elevator,MTA_NYC,ThyssenKrupp,10.39070813757573,143.32686212289468,3,7.714435680532469,139.89780688535353,70.73197941889785,71.27786658754466,12360.002612265336,6,0,0
EQ-0134,platform_lift,WMATA,Schindler,12.060812036416312,22.218757740066444,1,2.051227963517043,93.75305637462124,74.55018996114154,60.08560202921958,18310.78638180847,3,0,0
EQ-0135,elevator,CTA,Otis,4.965401510071832,224.82413966829583,5,2.3280335741201537,326.22761242273367,89.61334633997954,44.03096703682931,22417.70613024967,2,0,0
EQ-0136,escalator,SEPTA,KONE,16.560867224700043,19.815337702000814,7,6.652657069056023,13.669599462580477,85.4843185221143,60.15163234548825,10730.031203185024,3,1,0
EQ-0137,escalator,WMATA,ThyssenKrupp,12.271988794467422,184.0154283080608,10,5.543960342293794,152.84236421244938,78.18701487083591,47.07135924290934,34310.47186013669,3,1,1
EQ-0138,elevator,SEPTA,ThyssenKrupp,6.3413333995626235,3.3018890512115413,1,4.716743914202457,154.28427057883562,80.05048234496378,43.89231695133695,11103.662002710396,4,1,0
EQ-0139,platform_lift,CTA,KONE,14.376325978520754,74.12203181797379,8,1.4233625415223836,87.12891166556317,78.1470651675785,78.9526191504695,6729.612057176285,2,1,0
EQ-0140,platform_lift,CTA,Schindler,7.195538966332005,45.571468603653656,5,1.5244846539430363,98.3680000899668,72.82613920299163,72.09179595739789,21293.61112345355,3,0,1
EQ-0141,elevator,MTA_NYC,Otis,38.99873312951517,38.991134062943615,2,2.477280850919347,289.81708787506614,77.96968006982655,57.617088706640295,57209.003390262704,5,0,1
EQ-0142,elevator,WMATA,Schindler,10.862694638315958,15.177078848895887,2,2.429866287223274,59.2992384688089,83.89009950591533,60.59807207049466,5256.722972088546,6,0,0
EQ-0143,elevator,MTA_NYC,Mitsubishi,5.935180744347775,73.36809547192422,3,1.445602631138307,369.1940309877167,76.48605445225392,57.84883568798182,8241.63379420393,2,0,0
EQ-0144,elevator,MTA_NYC,ThyssenKrupp,18.434374962824997,12.703254190613748,1,1.9812541027752362,408.0007514628608,83.03721156276329,66.7661666651237,32751.72957791571,5,0,0
EQ-0145,elevator,CTA,Mitsubishi,5.578736336490256,48.29056938080684,3,2.5299164358846786,189.28676393242452,67.95997465892343,43.6089701477975,12156.210368659025,2,1,0
EQ-0146,escalator,MTA_NYC,ThyssenKrupp,22.77948631185783,17.52111674305644,0,5.340871466842913,266.79215628119493,70.75327618625154,73.52508520063557,23242.180589615222,4,0,0
EQ-0147,escalator,MTA_NYC,ThyssenKrupp,5.473532902582217,186.89984712733462,2,6.343151293440816,170.8551017092695,69.1881539607123,64.36418508203462,37697.272257439334,2,1,0
EQ-0148,elevator,MTA_NYC,Mitsubishi,20.243304607578324,1.7429437099192169,2,4.166441424742537,134.09750275426566,71.21842353849112,53.26498591798807,31501.967219670307,6,0,0
EQ-0149,elevator,CTA,Mitsubishi,23.665923223263476,13.368237547272713,1,0.7031217656336274,612.2754116103318,93.44617256047309,49.21999543284625,22298.673928123917,4,0,1
EQ-0150,platform_lift,MTA_NYC,Schindler,30.61259008508084,16.648904896711255,2,5.817827485091934,59.79569988462179,86.71246551732432,73.14035695180254,22545.645966809745,3,0,0
EQ-0151,elevator,SEPTA,Mitsubishi,5.860944390832222,32.07307438410129,0,4.1804453504586,30.1345846602093,65.07692257578785,55.29124630929809,22262.26843513776,2,0,0
EQ-0152,elevator,WMATA,Schindler,7.874896086999687,15.89501003603064,4,4.838616334755161,61.011868336643126,83.24997955690147,45.419924275062925,24645.673427059097,2,0,0
EQ-0153,elevator,CTA,Schindler,22.08638187711035,40.559599993377795,0,1.5196694973963203,171.63719486023598,73.31301224821716,51.07774419446218,43031.399304758306,4,0,0
EQ-0154,platform_lift,SEPTA,Schindler,24.854257014130678,123.56211270728033,1,6.819096160456559,36.86260832994879,69.81138497434121,71.84568368000488,9520.093118829198,5,0,0
EQ-0155,elevator,SEPTA,ThyssenKrupp,8.685540861661767,74.70090217937828,1,2.2650015245531296,431.073787770555,60.171126411329915,29.010042377571278,8591.793974473025,4,0,0
